"","autor","fecha","tweet_id","texto"
"75","auronplay",2022-10-26 02:24:02,"1585094875401551873","@SpreenDMC vuelve pronto warra"
"76","auronplay",2022-10-26 01:48:54,"1585086032944721920","Ahora a esperar a 2024 para ver la segunda temporada de House of Dragon me quiero morir quién se apunta??"
"77","auronplay",2022-10-26 00:41:33,"1585069083027906560","@CrisSanz1216 Ratillas hay en Minecraft, Pokémon y prácticamente cualquier juego. Viva las ratillas."
"78","auronplay",2022-10-26 00:35:35,"1585067582440509441","bromas aparte, si este año tengo opción a voto sin duda sería para Dedsafio, lo dije hace tiempo y lo mantengo. ✨"
"79","auronplay",2022-10-26 00:27:07,"1585065453449158656","Nos podríamos llevar el premio con TortillaLand, pero ya tenemos uno, mejor te lo quitaremos con los Squid Games 🤓 https://t.co/Hs0pHnU49Q"
"80","auronplay",2022-10-24 23:37:25,"1584690558022586368","de locos jajajaja ♥️♥️ https://t.co/iDgyvyxm1Y"
"81","auronplay",2022-10-24 14:18:39,"1584549938155114497","Nos vemos el 3 y 4 de Noviembre con el primer Twitch Rivals de carreritas de GTA. Espero que seamos educados y orde… https://t.co/Nubh1ObNqL"
"82","auronplay",2022-10-22 13:10:39,"1583808049629700096","miedo y terror de la cantidad de gente que se cree esto sin comprobar absolutamente nada ☠️☠️ https://t.co/pndkbHUS5q"
"83","auronplay",2022-10-21 13:14:55,"1583446737019994113","@DaniRep https://t.co/8xZeA3RU7X"
"84","auronplay",2022-10-20 15:47:35,"1583122767050051585","@JaviDMr10 felicidades pelucón"
"85","auronplay",2022-10-19 23:15:48,"1582873178803941376","@ivitricks luego te paso las estadísticas de mi tuit pa que se lo pases a la empresa y que te paguen más jajaja que se jodan"
"86","auronplay",2022-10-19 21:34:57,"1582847796272459776","@rodricarreraaa pero cómo es posible"
"87","auronplay",2022-10-19 21:31:41,"1582846975065530368","La mejor publicidad que he visto nunca. Muy natural todo jaja https://t.co/FCf31YUA9H"
"88","auronplay",2022-10-19 14:56:29,"1582747519507140608","@felachosm qué hijos de puta jajajaja"
"89","auronplay",2022-10-18 19:05:39,"1582447837496737792","Amigooos, hoy #LosPanasBySantalucia tenemos que haceros un anuncio que ninguno se espera (xddd). Nos vemos a las 21… https://t.co/Oe7Q0UPOLJ"
"90","auronplay",2022-10-18 00:04:47,"1582160726730637313","no hombre no https://t.co/49XClO5RtD"
"91","auronplay",2022-10-16 16:15:16,"1581680184662499329","https://t.co/xXX4tlHDd1 https://t.co/V0tZLElNoH"
"92","auronplay",2022-10-16 13:58:41,"1581645810173108224","@iiamdaniel444 yo en el barco de Rhaenyra y Daemon siempre"
"93","auronplay",2022-10-16 13:48:37,"1581643276393725952","@manolo_7smg solo le pido al Barça que no me joda el domingo."
"94","auronplay",2022-10-16 13:44:49,"1581642319064797184","House of the Dragon está a otro nivel, qué barbaridad. Cada capítulo es una auténtica locura. Delicia."
"95","auronplay",2022-10-15 20:41:35,"1581384816117055489","@ElAlexQuackity https://t.co/9sUeH9fLgw"
"96","auronplay",2022-10-15 20:36:12,"1581383462644117505","https://t.co/MXmkIC8rP1"
"97","auronplay",2022-10-12 14:14:29,"1580200236219174912","@MOIsexiano JAJAJAJAJA estás malito amigo ve al médico."
"98","auronplay",2022-10-12 14:01:02,"1580196848668536832","@Braaisrg el único tiktoker con derechos"
"99","auronplay",2022-10-10 00:30:08,"1579268006894411776","un seguidor me ha pedido que le haga una foto en un bar porque no tenía batería en el móvil aquí dejo la foto un pl… https://t.co/46eCabRjvg"
"100","auronplay",2022-10-10 00:24:06,"1579266486488948737","@SpreenDMC https://t.co/7ouW6BeJFS"
"101","auronplay",2022-10-10 00:02:24,"1579261027438317568","poquito a poco https://t.co/D5S8iaTrmr"
"102","auronplay",2022-10-08 13:43:20,"1578742843836801024","Amigoooos! Como dije el jueves en stream, este año repetimos con la #FantasmagoricNight y pinta que va a ser más te… https://t.co/rkZzy1Qt2I"
"103","auronplay",2022-10-06 14:28:52,"1578029527841656832","https://t.co/sZbIfxS74b"
"104","auronplay",2022-10-05 14:01:16,"1577660193390870528","misión semanal de la mañana que viene https://t.co/BWRSRsll6U"
"105","auronplay",2022-10-04 00:47:44,"1577098106205745153","yo: quiero estar de chill que no me agobie nadie

5 minutos después: https://t.co/Jxc8HTlQKP https://t.co/PXdpkoMWZp"
"106","auronplay",2022-10-02 13:48:48,"1576569893977083905","@Zogoro pues habrá aprendido a decir ""coño, hostia, puta, polla, culo y abduzcan"""
"107","auronplay",2022-09-29 23:46:27,"1575633131482120194","@IbaiLlanos https://t.co/cl13acL3n9"
"108","auronplay",2022-09-29 00:28:50,"1575281411036254209","Lo más gracioso de todo es que lo que realmente ha desinstalado es el launcher de TortillaLand JAJAJAJAJA… https://t.co/xMcP1FUOOR"
"109","auronplay",2022-09-28 21:22:05,"1575234413335826432","@MariusOptimus mira el md te he dejado un regalo 🥸"
"110","auronplay",2022-09-26 23:18:39,"1574538974479147008","@TheGrefg Grefg ganando en su evento:  https://t.co/vWDjLEHayT"
"111","auronplay",2022-09-26 02:00:03,"1574217204412858369","@pablordz_v amigo eres mi ídolo jajaja enhorabuena a los casados!! 🎉🎉🎉"
"112","auronplay",2022-09-25 23:01:37,"1574172299351187458","@OllieGamerz ¿te apuntas a TortillaLand? 🥸"
"113","auronplay",2022-09-23 13:29:43,"1573303599114948611","@Carlos1412Nw toma un stories mío del año 2018 😳😳 https://t.co/ODiu2xw3Tz"
"114","auronplay",2022-09-23 13:10:29,"1573298761711112192","@polispol lo llevo siguiendo desde la primera temporada de AHS y es sencillamente espectacular todo lo que hace este cabrón."
"115","auronplay",2022-09-23 12:55:57,"1573295100540719106","Evan Peters es uno de los mejores actores que hay en la actualidad, hazme caso boludo. https://t.co/UCGMblYf7g"
"116","auronplay",2022-09-23 12:34:32,"1573289712441511937","@MakinaYT @MarkiLokurasY hackear rockstar es más sencillo que instalar RingCraft"
"117","auronplay",2022-09-22 11:45:59,"1572915108455788544","@Outconsumer @AdriaPadilla 18.059.973 @auronplay"
"118","auronplay",2022-09-21 23:45:20,"1572733749036474370","@Quackity https://t.co/mzFQzqcGKT"
"119","auronplay",2022-09-21 23:06:52,"1572724067622588417","mis primos https://t.co/d2Nc4i5sQA"
"120","auronplay",2022-09-21 22:25:58,"1572713776079859718","@SpreenDMC buen tuit jajaja ahora enséñame el pito"
"121","auronplay",2022-09-21 22:20:56,"1572712510566047746","yo explicándole a todos los jugadores de TortillaLand que deben llevar un saco de dormir siempre encima  https://t.co/f7QwDmrcrB"
"122","auronplay",2022-09-21 22:16:35,"1572711414623600642","@Komanch https://t.co/QNuUfBJC4K"
"123","auronplay",2022-09-21 19:07:34,"1572663847374274564","@aXoZerr yo en 3 años"
"124","auronplay",2022-09-21 00:31:44,"1572383039220744193","@Karchezzz SpainRP parece que fue en el 1972 qué barbaridad"
"125","auronplay",2022-09-18 15:06:11,"1571515938427777025","@anthony_keifer cuando salga GTA6 yo ya estoy cultivando tomates en mi huerto"
"126","auronplay",2022-09-18 15:03:10,"1571515176276328450","@Eru_Barrios yes, confirmadísimo"
"127","auronplay",2022-09-18 14:58:41,"1571514051271745536","el man que ha filtrado GTA6 entrando en prisión la semana que viene https://t.co/zX91Vv8Cch"
"128","auronplay",2022-09-17 23:16:15,"1571276880749252615","@Noniigamer el próximo día matamos a ese cretino"
"129","auronplay",2022-09-17 22:48:55,"1571270001667055616","@imantadotv ahora solo te falta buscar un trabajo de verdad"
"130","auronplay",2022-09-17 20:40:51,"1571237769501974531","@Thiago_ART69 ahí lo llevasssss https://t.co/RdGJgkNlzb"
"131","auronplay",2022-09-15 15:44:03,"1570438303966695425","@CASRORSJEDJD pues dale un abrazo de mi parte! 👏"
"132","auronplay",2022-09-13 16:02:41,"1569718215672209411","Amigosss! Hoy se vienen liaditas en Tortilla con #LosPanasBySantalucia. Solo os daré una pista: 🐓 🐓 🐓… https://t.co/wkGNw6VZQM"
"133","auronplay",2022-09-12 12:22:46,"1569300484929863682","@zumaril17 exacto, la madre que me parió qué complicado era"
"134","auronplay",2022-09-12 12:16:31,"1569298910484520961","Yo con mis amigos en verano jugando a FFX esquivando 200 rayos en La Llanura de Los Rayos para conseguir un arma de… https://t.co/2ib1yxRBR0"
"135","auronplay",2022-09-11 00:42:50,"1568761952348049410","@DjMaRiiO probablemente a mi"
"136","auronplay",2022-09-09 23:12:50,"1568376915496505346","rubius no rolea ese día me hizo mg para evitar que le robara un caballo que lo sepa todo el mundo https://t.co/e95UyasSR2"
"137","auronplay",2022-09-09 22:04:00,"1568359592601452545","@Noniigamer y una polla"
"138","auronplay",2022-09-09 20:43:36,"1568339359304241152","@sauron_luna ay me gusta mucho!"
"139","auronplay",2022-09-09 15:15:38,"1568256826826711040","@TeamTortillaMC 😍😍 https://t.co/tVrTeWHJv4"
"140","auronplay",2022-09-08 22:49:05,"1568008551154565120","@NadjarOscar son como putos NPC's no sé de dónde salen son tristisimos JAJAJA"
"141","auronplay",2022-09-08 20:19:07,"1567970810287247361","@AndreyNsk4 Si no cortais el rol vais a hacer lo del profeta y les vais a tirar a la lava a quien no vaya? Nose pre… https://t.co/YqA2m8eGDm"
"142","auronplay",2022-09-07 22:21:09,"1567639133463486464","@imantadotv mariana: ""ha tenido que ser un ingeniero"" JSJAJAJSJA"
"143","auronplay",2022-09-07 22:19:25,"1567638697117466624","@jocrew91 ""ha tenido que ser un ingeniero"" JAJAJAJAJAJA"
"144","auronplay",2022-09-07 15:04:44,"1567529307760648193","@SunRs1 @tengojosdecolor no queremos hacer ningún récord, queremos pasarlo bien y no vamos a prohibir a nadie hacer stream 🥊"
"145","auronplay",2022-09-07 15:00:03,"1567528126435004416","@tengojosdecolor en todos, todos los participantes podrán hacer stream."
"146","auronplay",2022-09-07 12:28:18,"1567489937582211072","VAMOSSSSS. Esto va a ser épico señores. Se viene EVENTAZO 🥊 https://t.co/sO1aQ8lkTR"
"147","auronplay",2022-09-07 00:22:39,"1567307322455736324","@SpreenDMC te pueden invitar a 50 series de moda que si eres un patata no te va a ver ni mi abuela. el mérito aquí… https://t.co/5B2eNnR3zC"
"148","auronplay",2022-09-06 21:48:12,"1567268454146740225","@aXoZerr ola te gusta naruto? 😳"
"149","auronplay",2022-09-06 21:26:29,"1567262987009904645","Harry Styles me ha escupido y me ha gustado"
"150","auronplay",2022-09-06 21:24:29,"1567262487245996032","@IbaiLlanos entra ahora y te doy 100 diamantes con el creativo y mañana dices que los has conseguido fuera de cámar… https://t.co/nQXSMXGplE"
"151","auronplay",2022-09-06 15:28:18,"1567172848451567616","@pabloalbron yo hasta hace 5 minutos estaba viendo Better Call Saul, muy buena por cierto. Sal a la calle un rato,… https://t.co/8Gk1MA02Dw"
"152","auronplay",2022-09-05 21:27:05,"1566900752458686465","@imantadotv me quedan 20 diamantes y completo la misión mugroso"
"153","auronplay",2022-09-04 23:51:22,"1566574672203993089","@cesc_coto https://t.co/ArEEVeVqsI"
"154","auronplay",2022-09-04 21:08:21,"1566533650740662277","Amén ❤️ https://t.co/FZtJd2Kv6G"
"155","auronplay",2022-09-02 15:33:56,"1565724715284631554","@JuanSGuarnizo excelente 😈"
"156","auronplay",2022-09-02 14:46:19,"1565712733521207296","ya era hora https://t.co/eNAgmpeqEi"
"157","auronplay",2022-09-02 12:29:10,"1565678216433569792","@Tanizen te voy a quemar la tienda"
"158","auronplay",2022-08-30 14:46:47,"1564625687826382852","@CharlyQuiin jajajaja qué maravilla! ❤️❤️"
"159","auronplay",2022-08-27 17:47:26,"1563583984256200704","@brandonluna523 con tremenda facha tienes el éxito asegurado amigo 😈🙌"
"160","auronplay",2022-08-26 23:27:33,"1563307187543257089","@A_che27 🥸 https://t.co/tHMQRXzyeA"
"161","auronplay",2022-08-21 02:06:14,"1561172796100714496","@AleIVCR enhorabuena maestro a ti y al equipo! ahora a descansar que te queremos bien fresco para los Squid 😳"
"162","auronplay",2022-08-19 12:40:49,"1560607718817386496","@TKN13K9 es que si recorto más me dicen ""has recortado mucho ke asco 🤬😡"""
"163","auronplay",2022-08-19 12:21:18,"1560602808868487168","@Perxitaa buen tronco y tremenda pepita"
"164","auronplay",2022-08-19 12:19:55,"1560602458501500931","@Perxitaa todo el puevlo naranja avanssa i tu soloo entras a Acer em tonto?? 😮‍💨😴"
"165","auronplay",2022-08-17 23:00:19,"1560038844052938754","@TheCarolos https://t.co/fJKjhqGSnF"
"166","auronplay",2022-08-17 19:46:40,"1559990113727291395","Como disfruto TortillaLand, la puta madre."
"167","auronplay",2022-08-17 12:22:08,"1559878241506267136","@zeotres ❤️"
"168","auronplay",2022-08-16 22:32:13,"1559669384171364352","@Vlauviz no me tientes"
"169","auronplay",2022-08-16 20:25:52,"1559637588176158720","@imantadotv https://t.co/Tk1h0Z96d4"
"170","auronplay",2022-08-15 21:18:39,"1559288483558088705","@Keylen201 te quiero"
"171","auronplay",2022-08-15 20:48:48,"1559280971165360128","@Bloody_Yue felicidades pasa un gran día! 🎉🎉"
"172","auronplay",2022-08-14 23:13:22,"1558954963941953536","Gracias a todos por el maravilloso inicio de @Tortilla_Land. Disculpad los inconvenientes al principio, por suerte… https://t.co/j0dlzklxU2"
"173","auronplay",2022-08-13 13:35:54,"1558447255035813891","los buenos días así 🥰🥰 https://t.co/0ltmYsNmJC"
"174","auronplay",2022-08-09 23:10:27,"1557142293433434115","Volvemos https://t.co/Wdu9QTEJET"
"175","auronplay",2022-08-09 23:08:45,"1557141864557543424","@Mr_ErronBlack JAJAJAJAJA"
"176","auronplay",2022-08-07 13:13:54,"1556267391201550336","@tontauron biza con el primer vídeo que le envié 

biza con el video número 15 https://t.co/tvJKo8LTxK"
"177","auronplay",2022-08-07 12:55:18,"1556262709666189315","el típico man que se inventa la letra de las canciones pero lo vive fuerte https://t.co/im5AAboJY7"
"178","auronplay",2022-08-05 13:22:27,"1555544765411778560","@ValeriaLumos sí"
"179","auronplay",2022-08-05 13:14:05,"1555542660756160513","@imantadotv te ha citado una candado y debo decir que totalmente merecido estás malito"
"180","auronplay",2022-08-05 13:11:43,"1555542064435167233","@marioo_dg en un bocadillo evidentemente encima pero si las comes en plato el ketchup debe ir a un lado de lo contr… https://t.co/UB3ivLVvYm"
"181","auronplay",2022-08-05 13:03:27,"1555539984999923713","@xcruelox mucho ánimo amigo, espero que no sea nada y pronto estés fuera! 🤍"
"182","auronplay",2022-08-04 21:28:20,"1555304654052925440","@PlayExperienze presentador guarro y mujeriego."
"183","auronplay",2022-08-03 19:57:24,"1554919382563917826","14/08/22 @Tortilla_Land https://t.co/9dlRsmlFcu"
"184","auronplay",2022-08-02 22:00:02,"1554587855883747329","@Matujinho no es lo que parece, estaba dando una charla educativa sobre la fimosis 🥸"
"185","auronplay",2022-08-01 23:18:09,"1554245127962595328","@MapiTVE این نفرین تمام عمرت را آزار خواهد داد تو هیچ راه فراری نداری https://t.co/bP6LwidQXS"
"186","auronplay",2022-07-31 19:05:25,"1553819136630968322","@francorpen8 un poco más y me pillas con la pinga en la mano jajaja"
"187","auronplay",2022-07-23 21:38:30,"1550958560691081216","https://t.co/J3UWu4ciat"
"188","auronplay",2022-07-23 17:08:12,"1550890535472074752","@Perxitaa https://t.co/ivOWFwj4lz"
"189","auronplay",2022-07-22 14:04:18,"1550481867547332608","@Fadri91a JAJAJAJA"
"190","auronplay",2022-07-20 18:00:06,"1549816433151975425","@MAMBIXZ qué barbaridad, me gusta mucho, muchas gracias por el detalle! 🙏"
"191","auronplay",2022-07-20 16:06:55,"1549787948362653696","@SpreenDMC ok"
"192","auronplay",2022-07-20 16:02:58,"1549786956846039042","hi culos 😳 https://t.co/jBXJDOQuOa"
"193","auronplay",2022-07-19 18:44:22,"1549465184309223427","🤍"
"194","auronplay",2022-07-18 00:57:10,"1548834226497376257","@mundodeportivo VAMOSSSSSSSSS"
"195","auronplay",2022-07-17 20:04:00,"1548760449054801922","y yo que me alegro pero suban foto de lewan 😳 https://t.co/5DSlMFysEt"
"196","auronplay",2022-07-15 21:56:25,"1548063966345080835","por las noches es ctangana y por el día es TheGrefg https://t.co/BpMWcSeM37"
"197","auronplay",2022-07-14 15:23:26,"1547602678263345157","creo que necesito reiniciar al gato, está bug https://t.co/Gr4M2BI0nS"
"198","auronplay",2022-07-14 14:05:21,"1547583029475872770","@asitwasmia Twitter no carga bien los vídeos está fallando luego lo subo viva España"
"199","auronplay",2022-07-13 15:33:53,"1547242920436240390","@yei_yeeii se intentará, pero estamos en unas fechas donde reunir a 10 compas está complicado 👊"
"200","auronplay",2022-07-13 03:03:46,"1547054149484875776","@InigomontesRP este era el original https://t.co/KBAOzbLJ9H"
"201","auronplay",2022-07-12 16:39:28,"1546897036561338368","Amigos! Quinto stream de #LosPanasBySantalucia, último hasta Septiembre. Hoy jugaremos al Gartic Phone, se vienen r… https://t.co/40ZBlitIip"
"202","auronplay",2022-07-11 15:55:49,"1546523663620505600","@Th3AntonioGG que si keroro que si"
"203","auronplay",2022-07-11 14:07:51,"1546496493229572098","@Komanch después de analizar durante días la grabación yo y mi equipo hemos llegado a una conclusión; estaban jugando a Among Us."
"204","auronplay",2022-07-11 13:38:47,"1546489180016021506","Esto es increíble  https://t.co/gocoaYu2oh"
"205","auronplay",2022-07-10 00:13:55,"1545924240117010432","@FiveFlowerss por supuesto 👊"
"206","auronplay",2022-07-08 12:44:06,"1545388255281127424","@DonReborn2 as hoteles"
"207","auronplay",2022-07-07 11:15:48,"1545003644382330881","El problema de la nueva de biza es que viene justo después de Villano Antillano la cual es una jodida barbaridad."
"208","auronplay",2022-07-06 21:46:10,"1544799892526321671","cuando iba a comer a casa de un amigo y se peleaba con su madre https://t.co/Pe3fJwOMpC"
"209","auronplay",2022-07-04 23:13:21,"1544097060013703168","@reborncall JAJAJAJAJA"
"210","auronplay",2022-07-04 13:08:05,"1543944739199778816","@Tortilla_Land que te jodan me voy a Calvaland"
"211","auronplay",2022-07-03 12:02:25,"1543565825608761345","Qué buena temporada de Stranger Things la puta madre.
Eddie Munson mi rey te rezo y Will ven dame un abrazo tas xik… https://t.co/fQLhpFffMv"
